"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","HRWKD","TOT","HR_WKD","A","2004",1802,
"HUN","HRWKD","TOT","HR_WKD","A","2005",1803,
"HUN","HRWKD","TOT","HR_WKD","A","2006",1800,
"HUN","HRWKD","TOT","HR_WKD","A","2007",1795,
"HUN","HRWKD","TOT","HR_WKD","A","2008",1798,
"HUN","HRWKD","TOT","HR_WKD","A","2009",1781,
"HUN","HRWKD","TOT","HR_WKD","A","2010",1777,
"HUN","HRWKD","TOT","HR_WKD","A","2011",1769.8,
"HUN","HRWKD","TOT","HR_WKD","A","2012",1750,
"HUN","HRWKD","TOT","HR_WKD","A","2013",1744.59999999999,
"HUN","HRWKD","TOT","HR_WKD","A","2014",1751.59999999999,
"HUN","HRWKD","TOT","HR_WKD","A","2015",1748.9,
"HUN","HRWKD","TOT","HR_WKD","A","2016",1759.4,
"HUN","HRWKD","TOT","HR_WKD","A","2017",1740.4,
"ISL","HRWKD","TOT","HR_WKD","A","2008",1615,
"ISL","HRWKD","TOT","HR_WKD","A","2009",1535,
"ISL","HRWKD","TOT","HR_WKD","A","2010",1529,
"ISL","HRWKD","TOT","HR_WKD","A","2011",1536,
"ISL","HRWKD","TOT","HR_WKD","A","2012",1512,
"ISL","HRWKD","TOT","HR_WKD","A","2013",1510,
"ISL","HRWKD","TOT","HR_WKD","A","2014",1498,
"ISL","HRWKD","TOT","HR_WKD","A","2015",1498,
"ISL","HRWKD","TOT","HR_WKD","A","2016",1482,
"ISL","HRWKD","TOT","HR_WKD","A","2017",1461,
"IRL","HRWKD","TOT","HR_WKD","A","1998",1845,
"IRL","HRWKD","TOT","HR_WKD","A","1999",1835,
"IRL","HRWKD","TOT","HR_WKD","A","2000",1826,
"IRL","HRWKD","TOT","HR_WKD","A","2001",1818,
"IRL","HRWKD","TOT","HR_WKD","A","2002",1800,
"IRL","HRWKD","TOT","HR_WKD","A","2003",1783,
"IRL","HRWKD","TOT","HR_WKD","A","2004",1772,
"IRL","HRWKD","TOT","HR_WKD","A","2005",1780,
"IRL","HRWKD","TOT","HR_WKD","A","2006",1776,
"IRL","HRWKD","TOT","HR_WKD","A","2007",1763,
"IRL","HRWKD","TOT","HR_WKD","A","2008",1743,
"IRL","HRWKD","TOT","HR_WKD","A","2009",1713,
"IRL","HRWKD","TOT","HR_WKD","A","2010",1702,
"IRL","HRWKD","TOT","HR_WKD","A","2011",1702,
"IRL","HRWKD","TOT","HR_WKD","A","2012",1707,
"IRL","HRWKD","TOT","HR_WKD","A","2013",1720,
"IRL","HRWKD","TOT","HR_WKD","A","2014",1731,
"IRL","HRWKD","TOT","HR_WKD","A","2015",1741,
"IRL","HRWKD","TOT","HR_WKD","A","2016",1739,
"IRL","HRWKD","TOT","HR_WKD","A","2017",1738,
"ITA","HRWKD","TOT","HR_WKD","A","1995",1856.09999999999,
"ITA","HRWKD","TOT","HR_WKD","A","1996",1866.09999999999,
"ITA","HRWKD","TOT","HR_WKD","A","1997",1860.09999999999,
"ITA","HRWKD","TOT","HR_WKD","A","1998",1873.8,
"ITA","HRWKD","TOT","HR_WKD","A","1999",1870.4,
"ITA","HRWKD","TOT","HR_WKD","A","2000",1850.8,
"ITA","HRWKD","TOT","HR_WKD","A","2001",1837.8,
"ITA","HRWKD","TOT","HR_WKD","A","2002",1826.59999999999,
"ITA","HRWKD","TOT","HR_WKD","A","2003",1815.8,
"ITA","HRWKD","TOT","HR_WKD","A","2004",1815.3,
"ITA","HRWKD","TOT","HR_WKD","A","2005",1812.09999999999,
"ITA","HRWKD","TOT","HR_WKD","A","2006",1812.59999999999,
"ITA","HRWKD","TOT","HR_WKD","A","2007",1818.2,
"ITA","HRWKD","TOT","HR_WKD","A","2008",1807,
"ITA","HRWKD","TOT","HR_WKD","A","2009",1775.7,
"ITA","HRWKD","TOT","HR_WKD","A","2010",1777.3,
"ITA","HRWKD","TOT","HR_WKD","A","2011",1773.3,
"ITA","HRWKD","TOT","HR_WKD","A","2012",1734.2,
"ITA","HRWKD","TOT","HR_WKD","A","2013",1719.51,
"ITA","HRWKD","TOT","HR_WKD","A","2014",1717.14,
"ITA","HRWKD","TOT","HR_WKD","A","2015",1718,
"ITA","HRWKD","TOT","HR_WKD","A","2016",1724.42,
"ITA","HRWKD","TOT","HR_WKD","A","2017",1722.60999999999,
"JPN","HRWKD","TOT","HR_WKD","A","1970",2243,
"JPN","HRWKD","TOT","HR_WKD","A","1971",2239,
"JPN","HRWKD","TOT","HR_WKD","A","1972",2228,
"JPN","HRWKD","TOT","HR_WKD","A","1973",2201,
"JPN","HRWKD","TOT","HR_WKD","A","1974",2137,
"JPN","HRWKD","TOT","HR_WKD","A","1975",2112,
"JPN","HRWKD","TOT","HR_WKD","A","1976",2128,
"JPN","HRWKD","TOT","HR_WKD","A","1977",2129,
"JPN","HRWKD","TOT","HR_WKD","A","1978",2123,
"JPN","HRWKD","TOT","HR_WKD","A","1979",2126,
"JPN","HRWKD","TOT","HR_WKD","A","1980",2121,
"JPN","HRWKD","TOT","HR_WKD","A","1981",2106,
"JPN","HRWKD","TOT","HR_WKD","A","1982",2104,
"JPN","HRWKD","TOT","HR_WKD","A","1983",2095,
"JPN","HRWKD","TOT","HR_WKD","A","1984",2108,
"JPN","HRWKD","TOT","HR_WKD","A","1985",2093,
"JPN","HRWKD","TOT","HR_WKD","A","1986",2097,
"JPN","HRWKD","TOT","HR_WKD","A","1987",2096,
"JPN","HRWKD","TOT","HR_WKD","A","1988",2092,
"JPN","HRWKD","TOT","HR_WKD","A","1989",2070,
"JPN","HRWKD","TOT","HR_WKD","A","1990",2031,
"JPN","HRWKD","TOT","HR_WKD","A","1991",1998,
"JPN","HRWKD","TOT","HR_WKD","A","1992",1965,
"JPN","HRWKD","TOT","HR_WKD","A","1993",1905,
"JPN","HRWKD","TOT","HR_WKD","A","1994",1898,
"JPN","HRWKD","TOT","HR_WKD","A","1995",1884,
"JPN","HRWKD","TOT","HR_WKD","A","1996",1892,
"JPN","HRWKD","TOT","HR_WKD","A","1997",1865,
"JPN","HRWKD","TOT","HR_WKD","A","1998",1842,
"JPN","HRWKD","TOT","HR_WKD","A","1999",1810,
"JPN","HRWKD","TOT","HR_WKD","A","2000",1821,
"JPN","HRWKD","TOT","HR_WKD","A","2001",1809,
"JPN","HRWKD","TOT","HR_WKD","A","2002",1798,
"JPN","HRWKD","TOT","HR_WKD","A","2003",1799,
"JPN","HRWKD","TOT","HR_WKD","A","2004",1787,
"JPN","HRWKD","TOT","HR_WKD","A","2005",1775,
"JPN","HRWKD","TOT","HR_WKD","A","2006",1784,
"JPN","HRWKD","TOT","HR_WKD","A","2007",1785,
"JPN","HRWKD","TOT","HR_WKD","A","2008",1771,
"JPN","HRWKD","TOT","HR_WKD","A","2009",1714,
"JPN","HRWKD","TOT","HR_WKD","A","2010",1733,
"JPN","HRWKD","TOT","HR_WKD","A","2011",1728,
"JPN","HRWKD","TOT","HR_WKD","A","2012",1745,
"JPN","HRWKD","TOT","HR_WKD","A","2013",1734,
"JPN","HRWKD","TOT","HR_WKD","A","2014",1729,
"JPN","HRWKD","TOT","HR_WKD","A","2015",1719,
"JPN","HRWKD","TOT","HR_WKD","A","2016",1714,
"JPN","HRWKD","TOT","HR_WKD","A","2017",1710,
"KOR","HRWKD","TOT","HR_WKD","A","2008",2209,
"KOR","HRWKD","TOT","HR_WKD","A","2009",2160,
"KOR","HRWKD","TOT","HR_WKD","A","2010",2146,
"KOR","HRWKD","TOT","HR_WKD","A","2011",2119,
"KOR","HRWKD","TOT","HR_WKD","A","2012",2103,
"KOR","HRWKD","TOT","HR_WKD","A","2013",2093,
"KOR","HRWKD","TOT","HR_WKD","A","2014",2067,
"KOR","HRWKD","TOT","HR_WKD","A","2015",2084,
"KOR","HRWKD","TOT","HR_WKD","A","2016",2071,
"KOR","HRWKD","TOT","HR_WKD","A","2017",2024,
"LUX","HRWKD","TOT","HR_WKD","A","1995",1593,
"LUX","HRWKD","TOT","HR_WKD","A","1996",1600,
"LUX","HRWKD","TOT","HR_WKD","A","1997",1598,
"LUX","HRWKD","TOT","HR_WKD","A","1998",1593,
"LUX","HRWKD","TOT","HR_WKD","A","1999",1592,
"LUX","HRWKD","TOT","HR_WKD","A","2000",1603,
"LUX","HRWKD","TOT","HR_WKD","A","2001",1585,
"LUX","HRWKD","TOT","HR_WKD","A","2002",1581,
"LUX","HRWKD","TOT","HR_WKD","A","2003",1579,
"LUX","HRWKD","TOT","HR_WKD","A","2004",1578,
"LUX","HRWKD","TOT","HR_WKD","A","2005",1550,
"LUX","HRWKD","TOT","HR_WKD","A","2006",1552,
"LUX","HRWKD","TOT","HR_WKD","A","2007",1566,
"LUX","HRWKD","TOT","HR_WKD","A","2008",1567,
"LUX","HRWKD","TOT","HR_WKD","A","2009",1517,
"LUX","HRWKD","TOT","HR_WKD","A","2010",1517,
"LUX","HRWKD","TOT","HR_WKD","A","2011",1515,
"LUX","HRWKD","TOT","HR_WKD","A","2012",1508,
"LUX","HRWKD","TOT","HR_WKD","A","2013",1503,
"LUX","HRWKD","TOT","HR_WKD","A","2014",1508,
"LUX","HRWKD","TOT","HR_WKD","A","2015",1521,
"LUX","HRWKD","TOT","HR_WKD","A","2016",1519,
"LUX","HRWKD","TOT","HR_WKD","A","2017",1518,
"MEX","HRWKD","TOT","HR_WKD","A","1991",2241.8,
"MEX","HRWKD","TOT","HR_WKD","A","1993",2241.09999999999,
"MEX","HRWKD","TOT","HR_WKD","A","1995",2293.59999999999,
"MEX","HRWKD","TOT","HR_WKD","A","1996",2314.19999999999,
"MEX","HRWKD","TOT","HR_WKD","A","1997",2321.59999999999,
"MEX","HRWKD","TOT","HR_WKD","A","1998",2290.69999999999,
"MEX","HRWKD","TOT","HR_WKD","A","1999",2305.8,
"MEX","HRWKD","TOT","HR_WKD","A","2000",2311.19999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2001",2285.19999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2002",2271.19999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2003",2276.5,
"MEX","HRWKD","TOT","HR_WKD","A","2004",2270.59999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2005",2289.59999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2006",2277.8,
"MEX","HRWKD","TOT","HR_WKD","A","2007",2259.8,
"MEX","HRWKD","TOT","HR_WKD","A","2008",2263.69999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2009",2254.5,
"MEX","HRWKD","TOT","HR_WKD","A","2010",2253.5,
"MEX","HRWKD","TOT","HR_WKD","A","2011",2247.5,
"MEX","HRWKD","TOT","HR_WKD","A","2012",2238.59999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2013",2244.19999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2014",2242.19999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2015",2248.3,
"MEX","HRWKD","TOT","HR_WKD","A","2016",2254.59999999999,
"MEX","HRWKD","TOT","HR_WKD","A","2017",2257.4,
"NLD","HRWKD","TOT","HR_WKD","A","1970",1806,
"NLD","HRWKD","TOT","HR_WKD","A","1971",1774,
"NLD","HRWKD","TOT","HR_WKD","A","1972",1772,
"NLD","HRWKD","TOT","HR_WKD","A","1973",1746,
"NLD","HRWKD","TOT","HR_WKD","A","1974",1693,
"NLD","HRWKD","TOT","HR_WKD","A","1975",1641,
"NLD","HRWKD","TOT","HR_WKD","A","1976",1625,
"NLD","HRWKD","TOT","HR_WKD","A","1977",1605,
"NLD","HRWKD","TOT","HR_WKD","A","1978",1577,
"NLD","HRWKD","TOT","HR_WKD","A","1979",1556,
"NLD","HRWKD","TOT","HR_WKD","A","1980",1553,
"NLD","HRWKD","TOT","HR_WKD","A","1981",1553,
"NLD","HRWKD","TOT","HR_WKD","A","1982",1539,
"NLD","HRWKD","TOT","HR_WKD","A","1983",1524,
"NLD","HRWKD","TOT","HR_WKD","A","1984",1516,
"NLD","HRWKD","TOT","HR_WKD","A","1985",1499,
"NLD","HRWKD","TOT","HR_WKD","A","1986",1485,
"NLD","HRWKD","TOT","HR_WKD","A","1987",1464,
"NLD","HRWKD","TOT","HR_WKD","A","1988",1461,
"NLD","HRWKD","TOT","HR_WKD","A","1989",1456,
"NLD","HRWKD","TOT","HR_WKD","A","1990",1451,
"NLD","HRWKD","TOT","HR_WKD","A","1991",1442,
"NLD","HRWKD","TOT","HR_WKD","A","1992",1448,
"NLD","HRWKD","TOT","HR_WKD","A","1993",1438,
"NLD","HRWKD","TOT","HR_WKD","A","1994",1445,
"NLD","HRWKD","TOT","HR_WKD","A","1995",1479,
"NLD","HRWKD","TOT","HR_WKD","A","1996",1494,
"NLD","HRWKD","TOT","HR_WKD","A","1997",1480,
"NLD","HRWKD","TOT","HR_WKD","A","1998",1477,
"NLD","HRWKD","TOT","HR_WKD","A","1999",1476,
"NLD","HRWKD","TOT","HR_WKD","A","2000",1462,
"NLD","HRWKD","TOT","HR_WKD","A","2001",1452,
"NLD","HRWKD","TOT","HR_WKD","A","2002",1435,
"NLD","HRWKD","TOT","HR_WKD","A","2003",1427,
"NLD","HRWKD","TOT","HR_WKD","A","2004",1448,
"NLD","HRWKD","TOT","HR_WKD","A","2005",1434,
"NLD","HRWKD","TOT","HR_WKD","A","2006",1430,
"NLD","HRWKD","TOT","HR_WKD","A","2007",1430,
"NLD","HRWKD","TOT","HR_WKD","A","2008",1430,
"NLD","HRWKD","TOT","HR_WKD","A","2009",1422,
"NLD","HRWKD","TOT","HR_WKD","A","2010",1421,
"NLD","HRWKD","TOT","HR_WKD","A","2011",1422,
"NLD","HRWKD","TOT","HR_WKD","A","2012",1413,
"NLD","HRWKD","TOT","HR_WKD","A","2013",1418,
"NLD","HRWKD","TOT","HR_WKD","A","2014",1429,
"NLD","HRWKD","TOT","HR_WKD","A","2015",1424,
"NLD","HRWKD","TOT","HR_WKD","A","2016",1437,
"NLD","HRWKD","TOT","HR_WKD","A","2017",1433,
"NZL","HRWKD","TOT","HR_WKD","A","1986",1834,
"NZL","HRWKD","TOT","HR_WKD","A","1987",1838,
"NZL","HRWKD","TOT","HR_WKD","A","1988",1829,
"NZL","HRWKD","TOT","HR_WKD","A","1989",1820,
"NZL","HRWKD","TOT","HR_WKD","A","1990",1809,
"NZL","HRWKD","TOT","HR_WKD","A","1991",1792,
"NZL","HRWKD","TOT","HR_WKD","A","1992",1799,
"NZL","HRWKD","TOT","HR_WKD","A","1993",1853,
"NZL","HRWKD","TOT","HR_WKD","A","1994",1848,
"NZL","HRWKD","TOT","HR_WKD","A","1995",1841,
"NZL","HRWKD","TOT","HR_WKD","A","1996",1834,
"NZL","HRWKD","TOT","HR_WKD","A","1997",1826,
"NZL","HRWKD","TOT","HR_WKD","A","1998",1829,
"NZL","HRWKD","TOT","HR_WKD","A","1999",1845,
"NZL","HRWKD","TOT","HR_WKD","A","2000",1836,
"NZL","HRWKD","TOT","HR_WKD","A","2001",1825,
"NZL","HRWKD","TOT","HR_WKD","A","2002",1826,
"NZL","HRWKD","TOT","HR_WKD","A","2003",1823,
"NZL","HRWKD","TOT","HR_WKD","A","2004",1830,
"NZL","HRWKD","TOT","HR_WKD","A","2005",1815,
"NZL","HRWKD","TOT","HR_WKD","A","2006",1795,
"NZL","HRWKD","TOT","HR_WKD","A","2007",1774,
"NZL","HRWKD","TOT","HR_WKD","A","2008",1761,
"NZL","HRWKD","TOT","HR_WKD","A","2009",1740,
"NZL","HRWKD","TOT","HR_WKD","A","2010",1755,
"NZL","HRWKD","TOT","HR_WKD","A","2011",1746,
"NZL","HRWKD","TOT","HR_WKD","A","2012",1734,
"NZL","HRWKD","TOT","HR_WKD","A","2013",1752,
"NZL","HRWKD","TOT","HR_WKD","A","2014",1762,
"NZL","HRWKD","TOT","HR_WKD","A","2015",1757,
"NZL","HRWKD","TOT","HR_WKD","A","2016",1752,
"NZL","HRWKD","TOT","HR_WKD","A","2017",1753,
"NOR","HRWKD","TOT","HR_WKD","A","1962",1995,
"NOR","HRWKD","TOT","HR_WKD","A","1963",1986,
"NOR","HRWKD","TOT","HR_WKD","A","1964",1996,
"NOR","HRWKD","TOT","HR_WKD","A","1965",1951,
"NOR","HRWKD","TOT","HR_WKD","A","1966",1952,
"NOR","HRWKD","TOT","HR_WKD","A","1967",1936,
"NOR","HRWKD","TOT","HR_WKD","A","1968",1897,
"NOR","HRWKD","TOT","HR_WKD","A","1969",1849,
"NOR","HRWKD","TOT","HR_WKD","A","1970",1835,
"NOR","HRWKD","TOT","HR_WKD","A","1971",1813,
"NOR","HRWKD","TOT","HR_WKD","A","1972",1780,
"NOR","HRWKD","TOT","HR_WKD","A","1973",1766,
"NOR","HRWKD","TOT","HR_WKD","A","1974",1745,
"NOR","HRWKD","TOT","HR_WKD","A","1975",1728,
"NOR","HRWKD","TOT","HR_WKD","A","1976",1674,
"NOR","HRWKD","TOT","HR_WKD","A","1977",1638,
"NOR","HRWKD","TOT","HR_WKD","A","1978",1602,
"NOR","HRWKD","TOT","HR_WKD","A","1979",1580,
"NOR","HRWKD","TOT","HR_WKD","A","1980",1580,
"NOR","HRWKD","TOT","HR_WKD","A","1981",1570,
"NOR","HRWKD","TOT","HR_WKD","A","1982",1559,
"NOR","HRWKD","TOT","HR_WKD","A","1983",1553,
"NOR","HRWKD","TOT","HR_WKD","A","1984",1548,
"NOR","HRWKD","TOT","HR_WKD","A","1985",1542,
"NOR","HRWKD","TOT","HR_WKD","A","1986",1538,
"NOR","HRWKD","TOT","HR_WKD","A","1987",1511,
"NOR","HRWKD","TOT","HR_WKD","A","1988",1513,
"NOR","HRWKD","TOT","HR_WKD","A","1989",1511,
"NOR","HRWKD","TOT","HR_WKD","A","1990",1503,
"NOR","HRWKD","TOT","HR_WKD","A","1991",1500,
"NOR","HRWKD","TOT","HR_WKD","A","1992",1510,
"NOR","HRWKD","TOT","HR_WKD","A","1993",1507,
"NOR","HRWKD","TOT","HR_WKD","A","1994",1505,
"NOR","HRWKD","TOT","HR_WKD","A","1995",1488,
"NOR","HRWKD","TOT","HR_WKD","A","1996",1483,
"NOR","HRWKD","TOT","HR_WKD","A","1997",1478,
"NOR","HRWKD","TOT","HR_WKD","A","1998",1476,
"NOR","HRWKD","TOT","HR_WKD","A","1999",1473,
"NOR","HRWKD","TOT","HR_WKD","A","2000",1455,
"NOR","HRWKD","TOT","HR_WKD","A","2001",1429,
"NOR","HRWKD","TOT","HR_WKD","A","2002",1414,
"NOR","HRWKD","TOT","HR_WKD","A","2003",1400.7,
"NOR","HRWKD","TOT","HR_WKD","A","2004",1420.5,
"NOR","HRWKD","TOT","HR_WKD","A","2005",1422.8,
"NOR","HRWKD","TOT","HR_WKD","A","2006",1419.8,
"NOR","HRWKD","TOT","HR_WKD","A","2007",1426,
"NOR","HRWKD","TOT","HR_WKD","A","2008",1429.5,
"NOR","HRWKD","TOT","HR_WKD","A","2009",1406.8,
"NOR","HRWKD","TOT","HR_WKD","A","2010",1415.3,
"NOR","HRWKD","TOT","HR_WKD","A","2011",1421.09999999999,
"NOR","HRWKD","TOT","HR_WKD","A","2012",1419.7,
"NOR","HRWKD","TOT","HR_WKD","A","2013",1408.09999999999,
"NOR","HRWKD","TOT","HR_WKD","A","2014",1426.9,
"NOR","HRWKD","TOT","HR_WKD","A","2015",1423.9,
"NOR","HRWKD","TOT","HR_WKD","A","2016",1424.4,
"NOR","HRWKD","TOT","HR_WKD","A","2017",1419.09999999999,
"POL","HRWKD","TOT","HR_WKD","A","1995",1940,
"POL","HRWKD","TOT","HR_WKD","A","1996",1928,
"POL","HRWKD","TOT","HR_WKD","A","1997",1906,
"POL","HRWKD","TOT","HR_WKD","A","1998",1903,
"POL","HRWKD","TOT","HR_WKD","A","1999",1843,
"POL","HRWKD","TOT","HR_WKD","A","2000",1860,
"POL","HRWKD","TOT","HR_WKD","A","2001",1862,
"POL","HRWKD","TOT","HR_WKD","A","2002",1857,
"POL","HRWKD","TOT","HR_WKD","A","2003",1862,
"POL","HRWKD","TOT","HR_WKD","A","2004",1863,
"POL","HRWKD","TOT","HR_WKD","A","2005",1858,
"POL","HRWKD","TOT","HR_WKD","A","2006",1859,
"POL","HRWKD","TOT","HR_WKD","A","2007",1856,
"POL","HRWKD","TOT","HR_WKD","A","2008",1849,
"POL","HRWKD","TOT","HR_WKD","A","2009",1835,
"POL","HRWKD","TOT","HR_WKD","A","2010",1831,
"POL","HRWKD","TOT","HR_WKD","A","2011",1826,
"POL","HRWKD","TOT","HR_WKD","A","2012",1821,
"POL","HRWKD","TOT","HR_WKD","A","2013",1818,
"POL","HRWKD","TOT","HR_WKD","A","2014",1824,
"POL","HRWKD","TOT","HR_WKD","A","2015",1831,
"POL","HRWKD","TOT","HR_WKD","A","2016",1832,
"POL","HRWKD","TOT","HR_WKD","A","2017",1812,
"PRT","HRWKD","TOT","HR_WKD","A","1970",1946,
"PRT","HRWKD","TOT","HR_WKD","A","1971",1933,
"PRT","HRWKD","TOT","HR_WKD","A","1972",1921,
"PRT","HRWKD","TOT","HR_WKD","A","1973",1909,
"PRT","HRWKD","TOT","HR_WKD","A","1974",1897,
"PRT","HRWKD","TOT","HR_WKD","A","1975",1886,
"PRT","HRWKD","TOT","HR_WKD","A","1976",1875,
"PRT","HRWKD","TOT","HR_WKD","A","1977",1865,
"PRT","HRWKD","TOT","HR_WKD","A","1978",1854,
"PRT","HRWKD","TOT","HR_WKD","A","1979",1843,
"PRT","HRWKD","TOT","HR_WKD","A","1980",1833,
"PRT","HRWKD","TOT","HR_WKD","A","1981",1822,
"PRT","HRWKD","TOT","HR_WKD","A","1982",1811,
"PRT","HRWKD","TOT","HR_WKD","A","1983",1801,
"PRT","HRWKD","TOT","HR_WKD","A","1984",1790,
"PRT","HRWKD","TOT","HR_WKD","A","1985",1780,
"PRT","HRWKD","TOT","HR_WKD","A","1986",1769,
"PRT","HRWKD","TOT","HR_WKD","A","1987",1783,
"PRT","HRWKD","TOT","HR_WKD","A","1988",1782,
"PRT","HRWKD","TOT","HR_WKD","A","1989",1801,
"PRT","HRWKD","TOT","HR_WKD","A","1990",1790,
"PRT","HRWKD","TOT","HR_WKD","A","1991",1724,
"PRT","HRWKD","TOT","HR_WKD","A","1992",1667,
"PRT","HRWKD","TOT","HR_WKD","A","1993",1669,
"PRT","HRWKD","TOT","HR_WKD","A","1994",1676,
"PRT","HRWKD","TOT","HR_WKD","A","1995",1730,
"PRT","HRWKD","TOT","HR_WKD","A","1996",1731,
"PRT","HRWKD","TOT","HR_WKD","A","1997",1726,
"PRT","HRWKD","TOT","HR_WKD","A","1998",1741,
"PRT","HRWKD","TOT","HR_WKD","A","1999",1742,
"PRT","HRWKD","TOT","HR_WKD","A","2000",1751,
"PRT","HRWKD","TOT","HR_WKD","A","2001",1736,
"PRT","HRWKD","TOT","HR_WKD","A","2002",1730,
"PRT","HRWKD","TOT","HR_WKD","A","2003",1723,
"PRT","HRWKD","TOT","HR_WKD","A","2004",1729,
"PRT","HRWKD","TOT","HR_WKD","A","2005",1731,
"PRT","HRWKD","TOT","HR_WKD","A","2006",1720,
"PRT","HRWKD","TOT","HR_WKD","A","2007",1736,
"PRT","HRWKD","TOT","HR_WKD","A","2008",1724,
"PRT","HRWKD","TOT","HR_WKD","A","2009",1724,
"PRT","HRWKD","TOT","HR_WKD","A","2010",1726,
"PRT","HRWKD","TOT","HR_WKD","A","2011",1705,
"PRT","HRWKD","TOT","HR_WKD","A","2012",1689,
"PRT","HRWKD","TOT","HR_WKD","A","2013",1698,
"PRT","HRWKD","TOT","HR_WKD","A","2014",1705,
"PRT","HRWKD","TOT","HR_WKD","A","2015",1713,
"PRT","HRWKD","TOT","HR_WKD","A","2016",1716,
"PRT","HRWKD","TOT","HR_WKD","A","2017",1718,
"SVK","HRWKD","TOT","HR_WKD","A","1995",1853,
"SVK","HRWKD","TOT","HR_WKD","A","1996",1820,
"SVK","HRWKD","TOT","HR_WKD","A","1997",1830,
"SVK","HRWKD","TOT","HR_WKD","A","1998",1822,
"SVK","HRWKD","TOT","HR_WKD","A","1999",1816,
"SVK","HRWKD","TOT","HR_WKD","A","2000",1816,
"SVK","HRWKD","TOT","HR_WKD","A","2001",1801,
"SVK","HRWKD","TOT","HR_WKD","A","2002",1754,
"SVK","HRWKD","TOT","HR_WKD","A","2003",1698,
"SVK","HRWKD","TOT","HR_WKD","A","2004",1742,
"SVK","HRWKD","TOT","HR_WKD","A","2005",1769,
"SVK","HRWKD","TOT","HR_WKD","A","2006",1774,
"SVK","HRWKD","TOT","HR_WKD","A","2007",1791,
"SVK","HRWKD","TOT","HR_WKD","A","2008",1793,
"SVK","HRWKD","TOT","HR_WKD","A","2009",1780,
"SVK","HRWKD","TOT","HR_WKD","A","2010",1805,
"SVK","HRWKD","TOT","HR_WKD","A","2011",1793,
"SVK","HRWKD","TOT","HR_WKD","A","2012",1789,
"SVK","HRWKD","TOT","HR_WKD","A","2013",1772,
"SVK","HRWKD","TOT","HR_WKD","A","2014",1760,
"SVK","HRWKD","TOT","HR_WKD","A","2015",1754,
"SVK","HRWKD","TOT","HR_WKD","A","2016",1740,
"SVK","HRWKD","TOT","HR_WKD","A","2017",1714,
"ESP","HRWKD","TOT","HR_WKD","A","1977",2036.3,
"ESP","HRWKD","TOT","HR_WKD","A","1978",2004.9,
"ESP","HRWKD","TOT","HR_WKD","A","1979",1954.3,
"ESP","HRWKD","TOT","HR_WKD","A","1980",1936,
"ESP","HRWKD","TOT","HR_WKD","A","1981",1901.64,
"ESP","HRWKD","TOT","HR_WKD","A","1982",1880.3,
"ESP","HRWKD","TOT","HR_WKD","A","1983",1847.9,
"ESP","HRWKD","TOT","HR_WKD","A","1984",1803.4,
"ESP","HRWKD","TOT","HR_WKD","A","1985",1793.3,
"ESP","HRWKD","TOT","HR_WKD","A","1986",1785.2,
"ESP","HRWKD","TOT","HR_WKD","A","1987",1777.09999999999,
"ESP","HRWKD","TOT","HR_WKD","A","1988",1773,
"ESP","HRWKD","TOT","HR_WKD","A","1989",1760.9,
"ESP","HRWKD","TOT","HR_WKD","A","1990",1762.9,
"ESP","HRWKD","TOT","HR_WKD","A","1991",1772,
"ESP","HRWKD","TOT","HR_WKD","A","1992",1763.9,
"ESP","HRWKD","TOT","HR_WKD","A","1993",1755.8,
"ESP","HRWKD","TOT","HR_WKD","A","1994",1754.8,
"ESP","HRWKD","TOT","HR_WKD","A","1995",1754.8,
"ESP","HRWKD","TOT","HR_WKD","A","1996",1749.7,
"ESP","HRWKD","TOT","HR_WKD","A","1997",1749.7,
"ESP","HRWKD","TOT","HR_WKD","A","1998",1753.8,
"ESP","HRWKD","TOT","HR_WKD","A","1999",1753.8,
"ESP","HRWKD","TOT","HR_WKD","A","2000",1752.8,
"ESP","HRWKD","TOT","HR_WKD","A","2001",1762.5,
"ESP","HRWKD","TOT","HR_WKD","A","2002",1764.59999999999,
"ESP","HRWKD","TOT","HR_WKD","A","2003",1755.9,
"ESP","HRWKD","TOT","HR_WKD","A","2004",1741.5,
"ESP","HRWKD","TOT","HR_WKD","A","2005",1725.59999999999,
"ESP","HRWKD","TOT","HR_WKD","A","2006",1715.7,
"ESP","HRWKD","TOT","HR_WKD","A","2007",1703.5,
"ESP","HRWKD","TOT","HR_WKD","A","2008",1712.59999999999,
"ESP","HRWKD","TOT","HR_WKD","A","2009",1719.7,
"ESP","HRWKD","TOT","HR_WKD","A","2010",1710.4,
"ESP","HRWKD","TOT","HR_WKD","A","2011",1715.5,
"ESP","HRWKD","TOT","HR_WKD","A","2012",1701.2,
"ESP","HRWKD","TOT","HR_WKD","A","2013",1693.5,
"ESP","HRWKD","TOT","HR_WKD","A","2014",1694.59999999999,
